Sample name;Match Score;Polymer;Size (pixels);Size (micrometer2);Major dimension (micrometer);Minor dimension (micrometer);Feret dimension (micrometer);Est Volume (micrometer3);Est Mass (ng)
Inlet_water_Neuilly 2;0,85;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Neuilly 2;0,661;polyester;2;1250;50;31,8;25;15915,494;21,96338
Inlet_water_Neuilly 2;0,885;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 2;0,663;polyester;4;2500;80,9;39,3;47,4;39345,266;54,29646
Inlet_water_Neuilly 2;0,8;pe;13;8125;136,8;75,6;92,1;245764,953;233,4767
Inlet_water_Neuilly 2;0,695;polyester;20;12500;185,1;86;110,9;429966,969;593,35444
Inlet_water_Neuilly 2;0,888;pe;9;5625;95,7;74,8;95,7;168366,156;159,94784
Inlet_water_Neuilly 2;0,735;polyester;17;10625;150;90,2;115;383298,156;528,95144
Inlet_water_Neuilly 2;0,861;pe;32;20000;261,5;97,4;179,6;779007,25;740,05688
Inlet_water_Neuilly 2;0,783;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 2;0,93;pe;62;38750;240,1;205,5;237,2;3185643;3026,36075
Inlet_water_Neuilly 2;0,659;polyester;12;7500;136,8;69,8;92,1;209409,203;288,98469
Inlet_water_Neuilly 2;0,648;pp;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 2;0,764;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 2;0,881;pe;11;6875;131,1;66,8;78;183664,594;174,48136
Inlet_water_Neuilly 2;0,782;pe;54;33750;337,7;127,3;152;1718058,75;1632,15575
Inlet_water_Neuilly 2;0,816;pe;6;3750;100;47,7;50;71619,727;68,03874
Inlet_water_Neuilly 2;0,703;acrylic;8;5000;95,7;66,5;78;133030,047;156,97545
Inlet_water_Neuilly 2;0,778;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 2;0,773;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 2;0,689;polyester;20;12500;201,8;78,9;102,8;394383,844;544,24969
Inlet_water_Neuilly 2;0,766;pe;8;5000;104,1;61,2;72,4;122359,891;116,2419
Inlet_water_Neuilly 2;0,856;pe;14;8750;136,8;81,4;92,1;285029,188;270,77772
Inlet_water_Neuilly 2;0,681;polyester;10;6250;115,1;69,1;87,4;172785,984;238,44466
Inlet_water_Neuilly 2;0,697;polyester;25;15625;170,8;116,5;136,5;728096,563;1004,77325
Inlet_water_Neuilly 2;0,903;pe;11;6875;115,1;76;94,3;209071,031;198,61748
Inlet_water_Neuilly 2;0,947;ps;28;17500;253,4;87,9;115,3;615427,438;640,0445
Inlet_water_Neuilly 2;0,947;ps;28;17500;250,4;89;110,9;622926,938;647,844
Inlet_water_Neuilly 2;0,605;pvc;5;3125;80,9;49,2;58,5;61476,977;82,99392
Inlet_water_Neuilly 2;0,784;pe;4;2500;75;42,4;50;42441,32;40,31925
Inlet_water_Neuilly 2;0,785;pe;16;10000;136,8;93,1;125,6;372283,031;353,66888
Inlet_water_Neuilly 2;0,668;pp;8;5000;104,1;61,2;72,4;122359,891;116,2419
Inlet_water_Neuilly 2;0,822;pa;6;3750;95,7;49,9;60,4;74829,398;85,30552
Inlet_water_Neuilly 2;0,755;pe;9;5625;104,1;68,8;80,3;154861,719;147,11863
Inlet_water_Neuilly 2;0,652;pp;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 2;0,675;polyester;5;3125;75;53,1;75;66314,57;91,51411
Inlet_water_Neuilly 2;0,873;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 2;0,715;polyester;19;11875;150;100,8;130;478791,125;660,73175
Inlet_water_Neuilly 2;0,923;pe;19;11875;150;100,8;130;478791,125;454,85156
Inlet_water_Neuilly 2;0,644;pp;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 2;0,675;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Neuilly 2;0,828;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 2;0,753;pe;15;9375;183,1;65,2;88,2;244450,781;232,22823
Inlet_water_Neuilly 2;0,687;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Neuilly 2;0,666;polyester;25;15625;183,1;108,6;127,8;679029,938;937,06131
Inlet_water_Neuilly 2;0,955;pe;14;8750;150;74,3;95;259953,063;246,95541
Inlet_water_Neuilly 2;0,664;polyester;5;3125;100;39,8;50;49735,918;68,63557
Inlet_water_Neuilly 2;0,655;pvc;12;7500;128,1;74,6;97,8;223675,984;301,96259
Inlet_water_Neuilly 2;0,903;pe;15;9375;136,8;87,3;103,3;327201,906;310,84181
Inlet_water_Neuilly 2;0,762;pe;17;10625;159,6;84,7;113,2;360176,938;342,16809
Inlet_water_Neuilly 2;0,859;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 2;0,925;pe;13;8125;131,1;78,9;95,7;256523,266;243,69709
Inlet_water_Neuilly 2;0,826;pe;15;9375;136,8;87,3;103,3;327201,906;310,84181
Inlet_water_Neuilly 2;0,79;pe;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 2;0,873;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 2;0,838;pa;25;15625;170,8;116,5;162,2;728096,563;830,03006
Inlet_water_Neuilly 2;0,704;polyester;12;7500;115,1;82,9;94,3;248811,844;343,36034
Inlet_water_Neuilly 2;0,757;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 2;0,703;polyester;15;9375;136,8;87,3;103,3;327201,906;451,53863
Inlet_water_Neuilly 2;0,652;polyester;14;8750;185,1;60,2;87,5;210683,813;290,74366
Inlet_water_Neuilly 2;0,807;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 2;0,794;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 2;0,779;pe;7;4375;104,1;53,5;64,5;93681,797;88,9977
Inlet_water_Neuilly 2;0,731;polyester;11;6875;136,8;64;80,9;175961,891;242,82741
Inlet_water_Neuilly 2;0,696;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 2;0,82;pe;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Neuilly 2;0,72;polyester;12;7500;136,8;69,8;92,1;209409,203;288,98469
Inlet_water_Neuilly 2;0,941;pe;11;6875;152,5;57,4;69,1;157875,766;149,98197
Inlet_water_Neuilly 2;0,769;pe;10;6250;136,8;58,2;69,7;145423,063;138,15191
Inlet_water_Neuilly 2;0,724;polyester;11;6875;131,1;66,8;78;183664,594;253,45714
Inlet_water_Neuilly 2;0,774;ps;7;4375;104,1;53,5;64,5;93681,797;97,42906
Inlet_water_Neuilly 2;0,894;pe;10;6250;104,1;76,5;88,2;191187,328;181,62795
Inlet_water_Neuilly 2;0,812;polyester;10;6250;136,8;58,2;80,9;145423,063;200,68383
Inlet_water_Neuilly 2;0,661;polyester;2;1250;50;31,8;25;15915,494;21,96338
Inlet_water_Neuilly 2;0,793;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 2;0,772;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 2;0,926;pe;11;6875;128,1;68,3;85,6;187949,953;178,55245
Inlet_water_Neuilly 2;0,654;polyester;11;6875;115,1;76;94,3;209071,031;288,51803
Inlet_water_Neuilly 2;0,937;pvc;10;6250;104,1;76,5;88,2;191187,328;258,10289
Inlet_water_Neuilly 2;0,65;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 2;0,782;pe;13;8125;128,1;80,8;97,8;262508,594;249,38316
Inlet_water_Neuilly 2;0,858;pe;10;6250;115,1;69,1;80,5;172785,984;164,14669
Inlet_water_Neuilly 2;0,96;pe;19;11875;152,5;99,2;118,2;471017,844;447,46694
Inlet_water_Neuilly 2;0,762;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 2;0,844;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 2;0,936;pe;16;10000;128,1;99,4;109,9;397646,188;377,76388
Inlet_water_Neuilly 2;0,772;pe;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 2;0,96;pe;15;9375;152,5;78,3;98,5;293570,625;278,89209
Inlet_water_Neuilly 2;0,785;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 2;0,906;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 2;0,756;polyester;189;118125;507,4;296,4;408,5;14005824;19328,038
Inlet_water_Neuilly 2;0,765;pe;26;16250;184,1;112,4;135;730520,625;693,99456
Inlet_water_Neuilly 2;0,613;pp;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 2;0,768;pe;8;5000;115,1;55,3;66,6;110583,039;105,05388
Inlet_water_Neuilly 2;0,899;pe;9;5625;95,7;74,8;95,7;168366,156;159,94784
Inlet_water_Neuilly 2;0,821;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Neuilly 2;0,903;pe;14;8750;150;74,3;90;259953,063;246,95541
Inlet_water_Neuilly 2;0,895;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Neuilly 2;0,976;pe;35;21875;203,5;136,8;184,3;1197413;1137,54238
Inlet_water_Neuilly 2;0,894;pe;9;5625;115,1;62,2;73,5;139956,656;132,95883
Inlet_water_Neuilly 2;0,733;pp;12;7500;200;47,7;50;143239,453;136,07748
Inlet_water_Neuilly 3;0,672;polyester;9;5625;104,1;68,8;104,1;154861,719;213,70917
Inlet_water_Neuilly 3;0,715;polyester;18;11250;152,5;93,9;108,3;422741,75;583,38363
Inlet_water_Neuilly 3;0,891;pe;42;26250;276,2;121;159,3;1270373,25;1206,85463
Inlet_water_Neuilly 3;0,701;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Neuilly 3;0,682;polyester;6;3750;95,7;49,9;78;74829,398;103,26457
Inlet_water_Neuilly 3;0,842;pe;10;6250;104,1;76,5;88,2;191187,328;181,62795
Inlet_water_Neuilly 3;0,789;pe;35;21875;211,2;131,9;162,5;1153919,125;1096,22313
Inlet_water_Neuilly 3;0,89;pe;14;8750;128,1;87;109,9;304447,875;289,22547
Inlet_water_Neuilly 3;0,693;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,726;polyester;9;5625;104,1;68,8;88,2;154861,719;213,70917
Inlet_water_Neuilly 3;0,699;polyester;15;9375;152,5;78,3;103,4;293570,625;405,12747
Inlet_water_Neuilly 3;0,747;polyester;33;20625;211,2;124,3;159,3;1025810,438;1415,61838
Inlet_water_Neuilly 3;0,696;polyester;13;8125;128,1;80,8;103,8;262508,594;362,26184
Inlet_water_Neuilly 3;0,729;polyester;41;25625;207;157,6;186,4;1615555,25;2229,46625
Inlet_water_Neuilly 3;0,665;polyester;16;10000;136,8;93,1;103,3;372283,031;513,75059
Inlet_water_Neuilly 3;0,698;polyester;33;20625;264;99,5;147,9;820680;1132,53838
Inlet_water_Neuilly 3;0,665;polyester;20;12500;251,4;63,3;102,3;316556,656;436,84819
Inlet_water_Neuilly 3;0,782;pe;8;5000;95,7;66,5;78;133030,047;126,37854
Inlet_water_Neuilly 3;0,658;polyester;27;16875;200,9;107;170,7;721943,125;996,2815
Inlet_water_Neuilly 3;0,878;pe;9;5625;104,1;68,8;80,3;154861,719;147,11863
Inlet_water_Neuilly 3;0,754;pe;12;7500;115,1;82,9;101,3;248811,844;236,37125
Inlet_water_Neuilly 3;0,679;polyester;14;8750;136,8;81,4;114,4;285029,188;393,34028
Inlet_water_Neuilly 3;0,661;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Neuilly 3;0,666;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Neuilly 3;0,677;polyester;15;9375;136,8;87,3;114,4;327201,906;451,53863
Inlet_water_Neuilly 3;0,701;polyester;15;9375;136,8;87,3;114,4;327201,906;451,53863
Inlet_water_Neuilly 3;0,693;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Neuilly 3;0,79;pe;9;5625;104,1;68,8;88,2;154861,719;147,11863
Inlet_water_Neuilly 3;0,668;polyester;10;6250;104,1;76,5;88,2;191187,328;263,8385
Inlet_water_Neuilly 3;0,677;polyester;7;4375;95,7;58,2;60,4;101851,133;140,55456
Inlet_water_Neuilly 3;0,706;polyester;19;11875;159,6;94,7;122,5;449909,625;620,87525
Inlet_water_Neuilly 3;0,854;pe;48;30000;283;135;170,3;1619787,125;1538,79775
Inlet_water_Neuilly 3;0,767;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Neuilly 3;0,675;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Neuilly 3;0,658;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Neuilly 3;0,748;polyester;7;4375;104,1;53,5;72,4;93681,797;129,28088
Inlet_water_Neuilly 3;0,838;pe;13;8125;136,8;75,6;92,1;245764,953;233,4767
Inlet_water_Neuilly 3;0,638;pvc;29;18125;170,8;135,1;162,2;979726,688;1273,64463
Inlet_water_Neuilly 3;0,728;polyester;20;12500;192,7;82,6;114,4;412949,531;569,87038
Inlet_water_Neuilly 3;0,739;polyester;7;4375;95,7;58,2;60,4;101851,133;140,55456
Inlet_water_Neuilly 3;0,821;pe;8;5000;95,7;66,5;78;133030,047;126,37854
Inlet_water_Neuilly 3;0,732;polyester;6;3750;95,7;49,9;60,4;74829,398;103,26457
Inlet_water_Neuilly 3;0,694;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,849;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Inlet_water_Neuilly 3;0,752;polyester;20;12500;170,8;93,2;123,6;465981,781;643,05488
Inlet_water_Neuilly 3;0,672;polyester;6;3750;80,9;59;80,9;88526,844;122,16705
Inlet_water_Neuilly 3;0,666;polyester;14;8750;131,1;85;113,4;297506,281;410,55866
Inlet_water_Neuilly 3;0,784;pp;6;3750;104,1;45,9;56,6;68827,445;65,38607
Inlet_water_Neuilly 3;0,705;polyester;8;5000;104,1;61,2;72,4;122359,891;168,85666
Inlet_water_Neuilly 3;0,666;polyester;10;6250;166,4;47,8;78;119542,164;164,96819
Inlet_water_Neuilly 3;0,67;polyester;2;1250;50;31,8;25;15915,494;21,96338
Inlet_water_Neuilly 3;0,708;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Neuilly 3;0,84;pe;9;5625;104,1;68,8;80,3;154861,719;147,11863
Inlet_water_Neuilly 3;0,773;polyester;26;16250;188,9;109,5;133,9;711974,125;982,52431
Inlet_water_Neuilly 3;0,666;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Neuilly 3;0,671;polyester;5;3125;104,1;38,2;48,7;47796,832;65,95963
Inlet_water_Neuilly 3;0,738;polyester;14;8750;115,1;96,8;115,1;338660,563;467,35156
Inlet_water_Neuilly 3;0,876;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Inlet_water_Neuilly 3;0,719;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Neuilly 3;0,714;polyester;4;2500;80,9;39,3;47,4;39345,266;54,29646
Inlet_water_Neuilly 3;0,718;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Neuilly 3;0,836;pe;9;5625;115,1;62,2;80,5;139956,656;132,95883
Inlet_water_Neuilly 3;0,673;polyester;5;3125;95,7;41,6;60,4;51964,863;71,71151
Inlet_water_Neuilly 3;0,614;ps;2;1250;50;31,8;25;15915,494;16,55211
Inlet_water_Neuilly 3;0,658;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 3;0,792;pe;8;5000;100;63,7;75;127323,953;120,95776
Inlet_water_Neuilly 3;0,654;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,755;polyester;14;8750;128,1;87;103,8;304447,875;420,13806
Inlet_water_Neuilly 3;0,819;pe;23;14375;238,6;76,7;115,7;441077,844;419,02394
Inlet_water_Neuilly 3;0,886;pe;22;13750;170,8;102,5;127,9;563837,938;535,64606
Inlet_water_Neuilly 3;0,735;polyester;10;6250;104,1;76,5;88,2;191187,328;263,8385
Inlet_water_Neuilly 3;0,7;polyester;41;25625;278,7;117,1;158,1;1199963,5;1655,94963
Inlet_water_Neuilly 3;0,73;polyester;64;40000;369,1;138;178,4;2207591,5;3046,47625
Inlet_water_Neuilly 3;0,681;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,788;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 3;0,809;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Inlet_water_Neuilly 3;0,678;polyester;5;3125;95,7;41,6;42,7;51964,863;71,71151
Inlet_water_Neuilly 3;0,653;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Neuilly 3;0,707;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Neuilly 3;0,85;pe;7;4375;95,7;58,2;78;101851,133;96,75858
Inlet_water_Neuilly 3;0,725;polyester;13;8125;128,1;80,8;91,7;262508,594;362,26184
Inlet_water_Neuilly 3;0,731;polyester;22;13750;170,8;102,5;132,2;563837,938;778,09638
Inlet_water_Neuilly 3;0,728;polyester;17;10625;170,8;79,2;93,6;336671,813;464,60709
Inlet_water_Neuilly 3;0,674;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 3;0,951;polyester;12;7500;128,1;74,6;85,6;223675,984;308,67284
Inlet_water_Neuilly 3;0,691;polyester;14;8750;159,6;69,8;85,4;244272,25;337,09572
Inlet_water_Neuilly 3;0,667;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Neuilly 3;0,73;polyester;11;6875;115,1;76;101,3;209071,031;288,51803
Inlet_water_Neuilly 3;0,717;polyester;6;3750;95,7;49,9;60,4;74829,398;103,26457
Inlet_water_Neuilly 3;0,727;polyester;11;6875;128,1;68,3;79,6;187949,953;259,37094
Inlet_water_Neuilly 3;0,672;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 3;0,718;polyester;1;625;31,8;25;25;6250;8,625
Inlet_water_Neuilly 3;0,804;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 3;0,658;polyester;8;5000;104,1;61,2;88,2;122359,891;168,85666
Inlet_water_Neuilly 3;0,668;polyester;11;6875;115,1;76;94,3;209071,031;288,51803
Inlet_water_Neuilly 3;0,773;pp;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 3;0,694;polyester;10;6250;115,1;69,1;94,3;172785,984;238,44466
Inlet_water_Neuilly 3;0,753;pe;16;10000;136,8;93,1;114,4;372283,031;353,66888
Inlet_water_Neuilly 3;0,803;pe;13;8125;152,5;67,8;78,9;220504,172;209,47895
Inlet_water_Neuilly 3;0,766;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 3;0,694;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Neuilly 3;0,685;polyester;6;3750;95,7;49,9;60,4;74829,398;103,26457
Inlet_water_Neuilly 3;0,672;polyester;1;625;31,8;25;25;6250;8,625
Inlet_water_Neuilly 3;0,798;pe;5;3125;80,9;49,2;69,7;61476,977;58,40313
Inlet_water_Neuilly 3;0,675;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 3;0,652;polyester;20;12500;170,8;93,2;106,5;465981,781;643,05488
Inlet_water_Neuilly 3;0,723;pp;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 3;0,665;polyester;10;6250;115,1;69,1;80,5;172785,984;238,44466
Inlet_water_Neuilly 3;0,721;polyester;13;8125;150;69;90;224143,203;309,31763
Inlet_water_Neuilly 3;0,674;polyester;13;8125;136,8;75,6;103,3;245764,953;339,15563
Inlet_water_Neuilly 3;0,824;pe;19;11875;136,8;110,5;136,8;524977,25;498,72838
Inlet_water_Neuilly 3;0,83;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 3;0,67;polyester;18;11250;159,6;89,7;122,5;403797;557,23988
Inlet_water_Neuilly 3;0,726;polyester;25;15625;207;96,1;131,5;600667,438;828,92106
Inlet_water_Neuilly 3;0,811;pe;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 3;0,698;polyester;10;6250;128,1;62,1;85,6;155330,547;214,35616
Inlet_water_Neuilly 3;0,657;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 3;0,711;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 3;0,806;pe;8;5000;95,7;66,5;78;133030,047;126,37854
Inlet_water_Neuilly 3;0,847;pe;15;9375;131,1;91,1;113,4;341525,094;324,44884
Inlet_water_Neuilly 3;0,659;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,736;polyester;28;17500;180,1;123,7;158;866070,188;1195,17688
Inlet_water_Neuilly 3;0,708;polyester;119;74375;458,9;206,3;278,5;6138814,5;8471,564
Inlet_water_Neuilly 3;0,65;polyester;14;8750;115,1;96,8;115,1;338660,563;467,35156
Inlet_water_Neuilly 3;0,875;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 3;0,72;polyester;14;8750;128,1;87;122;304447,875;420,13806
Inlet_water_Neuilly 3;0,683;polyester;21;13125;159,6;104,7;136,4;549612,5;758,46525
Inlet_water_Neuilly 3;0,723;polyester;22;13750;201,8;86,8;109,9;477204,5;658,54219
Inlet_water_Neuilly 3;0,683;polyester;31;19375;180,1;137;158;1061598,75;1465,00625
Inlet_water_Neuilly 3;0,798;pe;15;9375;136,8;87,3;103,3;327201,906;310,84181
Inlet_water_Neuilly 3;0,715;polyester;29;18125;226,6;101,9;133,5;738498,625;1019,12813
Inlet_water_Neuilly 3;0,682;polyester;26;16250;188,9;109,5;141,4;711974,125;982,52431
Inlet_water_Neuilly 3;0,721;polyester;23;14375;152,5;120;132,9;690217,188;952,49969
Inlet_water_Neuilly 3;0,689;polyester;38;23750;258,8;116,8;143,8;1109898,5;1531,65988
Inlet_water_Neuilly 3;0,704;pp;19;11875;150;100,8;130;478791,125;454,85156
Inlet_water_Neuilly 3;0,724;polyester;47;29375;244,3;153,1;204,5;1798642,125;2482,126
Inlet_water_Neuilly 3;0,731;polyester;69;43125;278,7;197;252,9;3398588,25;4690,052
Inlet_water_Neuilly 3;0,84;pe;29;18125;225,8;102,2;107,5;741044,188;703,992
Inlet_water_Neuilly 3;0,713;polyester;23;14375;192,7;95;159,2;546125,75;753,65356
Inlet_water_Neuilly 3;0,671;polyester;10;6250;128,1;62,1;79,6;155330,547;214,35616
Inlet_water_Neuilly 3;0,667;polyester;9;5625;115,1;62,2;80,5;139956,656;193,14019
Inlet_water_Neuilly 3;0,696;polyester;12;7500;136,8;69,8;80,9;209409,203;288,98469
Inlet_water_Neuilly 3;0,736;polyester;27;16875;199;108;136,4;728825,563;1005,77925
Inlet_water_Neuilly 3;0,699;polyester;18;11250;152,5;93,9;108,3;422741,75;583,38363
Inlet_water_Neuilly 3;0,691;polyester;16;10000;150;84,9;110;339530,563;468,55219
Inlet_water_Neuilly 3;0,682;polyester;29;18125;221;104,4;119;757150,5;1044,86769
Inlet_water_Neuilly 3;0,707;polyester;11;6875;104,1;84,1;104,1;231336,656;319,24459
Inlet_water_Neuilly 3;0,733;polyester;10;6250;136,8;58,2;80,9;145423,063;200,68383
Inlet_water_Neuilly 3;0,706;polyester;30;18750;207;115,3;148,6;864961,125;1193,64638
Inlet_water_Neuilly 3;0,803;pe;19;11875;150;100,8;115;478791,125;454,85156
Inlet_water_Neuilly 3;0,805;pe;9;5625;95,7;74,8;95,7;168366,156;159,94784
Inlet_water_Neuilly 3;0,672;polyester;11;6875;131,1;66,8;95,7;183664,594;253,45714
Inlet_water_Neuilly 3;0,859;pe;23;14375;170,8;107,2;132,2;616260,875;585,44781
Inlet_water_Neuilly 3;0,742;polyester;16;10000;136,8;93,1;114,4;372283,031;513,75059
Inlet_water_Neuilly 3;0,662;polyester;10;6250;104,1;76,5;96,2;191187,328;263,8385
Inlet_water_Neuilly 3;0,659;polyester;7;4375;95,7;58,2;60,4;101851,133;140,55456
Inlet_water_Neuilly 3;0,819;pe;32;20000;228,9;111,3;127,7;890160;845,652
Inlet_water_Neuilly 3;0,684;polyester;6;3750;100;47,7;50;71619,727;98,83522
Inlet_water_Neuilly 3;0,685;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 3;0,755;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 3;0,665;polyester;12;7500;201,8;47,3;71;141978,203;195,92992
Inlet_water_Neuilly 3;0,679;polyester;4;2500;80,9;39,3;47,4;39345,266;54,29646
Inlet_water_Neuilly 3;0,698;polyester;18;11250;170,8;83,9;97,9;377445,25;520,87444
Inlet_water_Neuilly 3;0,674;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,653;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Neuilly 3;0,682;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Neuilly 3;0,662;polyester;30;18750;201,8;118,3;159,4;887363,75;1224,562
Inlet_water_Neuilly 3;0,736;polyester;19;11875;170,8;88,5;106,5;420548,531;580,357
Inlet_water_Neuilly 3;0,713;polyester;13;8125;115,1;89,8;115,1;292008,344;402,9715
Inlet_water_Neuilly 3;0,659;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Neuilly 3;0,75;polyester;54;33750;258,8;166;196;2241318,25;3093,01925
Inlet_water_Neuilly 3;0,717;polyester;15;9375;185,1;64,5;79,7;241856,438;333,76188
Inlet_water_Neuilly 3;0,66;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Neuilly 3;0,668;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,665;polyester;21;13125;159,6;104,7;145,7;549612,5;758,46525
Inlet_water_Neuilly 3;0,672;polyester;6;3750;95,7;49,9;60,4;74829,398;103,26457
Inlet_water_Neuilly 3;0,724;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Neuilly 3;0,698;polyester;8;5000;104,1;61,2;72,4;122359,891;168,85666
Inlet_water_Neuilly 3;0,708;polyester;12;7500;115,1;82,9;94,3;248811,844;343,36034
Inlet_water_Neuilly 3;0,656;polyester;3;1875;75;31,8;25;23873,24;32,94507
Inlet_water_Neuilly 3;0,652;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 3;0,78;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 3;0,858;pp;14;8750;152,5;73,1;88,7;255732,672;242,94603
Inlet_water_Neuilly 3;0,655;polyester;4;2500;75;42,4;50;42441,32;58,56902
